0.0.0.0,255.255.255.255,68,67,08:00:27:64:ea:34,ff:ff:ff:ff:ff:ff,17,2022-07-03 01:41:54,10869.979858398438,60349.69784172662,183.9929812247763,183.9929812247763,0.0,2,0,656,0,328.0,328.0,328.0,0.0,0.0,0.0,0.0,0.0,328,328,328.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,328.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0,2,0,656,0
10.0.2.2,255.255.255.255,67,68,52:54:00:12:35:02,ff:ff:ff:ff:ff:ff,17,2022-07-03 01:41:54,0.0,0,0,0,0,1,0,590,0,590.0,590.0,590.0,0.0,0.0,0.0,0.0,0.0,590,590,590.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,590.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0,1,0,590,0
10.0.2.2,10.0.2.15,67,68,52:54:00:12:35:02,08:00:27:64:ea:34,17,2022-07-03 01:41:54,167.1314239501953,7060312.0114122685,11966.630527817404,11966.630527817404,0.0,2,0,1180,0,590.0,590.0,590.0,0.0,0.0,0.0,0.0,0.0,590,590,590.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,590.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0,2,0,1180,0
0.0.0.0,255.255.255.255,68,67,08:00:27:64:ea:34,ff:ff:ff:ff:ff:ff,17,2022-07-03 01:41:54,0.0,0,0,0,0,1,0,334,0,334.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,334,334,334.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,334.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0,1,0,334,0
10.0.2.15,224.0.0.251,5353,5353,08:00:27:64:ea:34,01:00:5e:00:00:fb,17,2022-07-03 01:41:54,171238.89923095703,1921.2924252465791,11.679589211225405,11.679589211225405,0.0,2,0,329,0,242.0,87.0,164.5,77.5,0.0,0.0,0.0,0.0,242,87,164.5,77.5,6006.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,164.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.5,0.0,0,2,0,329,0
10.0.2.15,224.0.0.251,5353,5353,08:00:27:64:ea:34,01:00:5e:00:00:fb,17,2022-07-03 01:41:54,255752.8018951416,1892.4523853249495,7.8200511790287175,7.8200511790287175,0.0,2,0,484,0,242.0,242.0,242.0,0.0,0.0,0.0,0.0,0.0,242,242,242.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,242.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0,2,0,484,0
10.0.2.15,224.0.0.251,5353,5353,08:00:27:64:ea:34,01:00:5e:00:00:fb,17,2022-07-03 01:41:55,108587.50343322754,2864.0496389277396,18.418325652268422,18.418325652268422,0.0,2,0,311,0,224.0,87.0,155.5,68.5,0.0,0.0,0.0,0.0,224,87,155.5,68.5,4692.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,155.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,0.0,0,2,0,311,0
10.0.2.15,224.0.0.251,5353,5353,08:00:27:64:ea:34,01:00:5e:00:00:fb,17,2022-07-03 01:41:56,889396.6674804688,349.6752476946172,2.2487154192579886,2.2487154192579886,0.0,2,0,311,0,224.0,87.0,155.5,68.5,0.0,0.0,0.0,0.0,224,87,155.5,68.5,4692.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,155.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,0.0,0,2,0,311,0
10.0.2.15,224.0.0.251,5353,5353,08:00:27:64:ea:34,01:00:5e:00:00:fb,17,2022-07-03 01:41:58,2669929.5043945312,116.48247621823502,0.7490834483487783,0.7490834483487783,0.0,2,0,311,0,224.0,87.0,155.5,68.5,0.0,0.0,0.0,0.0,224,87,155.5,68.5,4692.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,155.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,0.0,0,2,0,311,0
10.0.2.15,224.0.0.251,5353,5353,08:00:27:64:ea:34,01:00:5e:00:00:fb,17,2022-07-03 01:42:09,0.0,0,0,0,0,1,0,87,0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,87,87,87.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,87.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0,1,0,87,0
10.0.2.15,10.0.2.3,42401,53,08:00:27:64:ea:34,52:54:00:12:35:03,17,2022-07-03 01:42:12,0.0,0,0,0,0,1,0,95,0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,95,95,95.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,95.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0,1,0,95,0
10.0.2.15,10.0.2.3,36348,53,08:00:27:64:ea:34,52:54:00:12:35:03,17,2022-07-03 01:42:12,0.0,0,0,0,0,1,0,95,0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,95,95,95.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,95.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0,1,0,95,0
10.0.2.3,10.0.2.15,53,42401,52:54:00:12:35:02,08:00:27:64:ea:34,17,2022-07-03 01:42:12,0.0,0,0,0,0,1,0,206,0,206.0,206.0,206.0,0.0,0.0,0.0,0.0,0.0,206,206,206.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,206.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0,1,0,206,0
10.0.2.3,10.0.2.15,53,36348,52:54:00:12:35:02,08:00:27:64:ea:34,17,2022-07-03 01:42:12,0.0,0,0,0,0,1,0,218,0,218.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,218,218,218.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,218.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0,1,0,218,0
10.0.2.15,34.107.221.82,58118,80,08:00:27:64:ea:34,52:54:00:12:35:02,6,2022-07-03 01:42:12,45383.21495056152,4142.500706589406,66.10373467961819,44.06915645307878,22.03457822653939,2,1,128,60,74.0,54.0,64.0,10.0,60.0,60.0,60.0,0.0,74,54,62.666666666666664,8.379870059984356,70.22222222222221,40,20,20,0,22691.60747528076,45338.63067626953,44.58427429199219,22647.02320098877,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,62.666666666666664,64240,65535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,60.0,0,2,1,128,60
10.0.2.15,34.107.221.82,58118,80,08:00:27:64:ea:34,52:54:00:12:35:02,6,2022-07-03 01:42:12,46797.51396179199,15684.59385682917,85.47462592277476,42.73731296138738,42.73731296138738,2,2,404,330,350.0,54.0,202.0,148.0,270.0,60.0,165.0,105.0,350,54,183.5,129.64085004349516,16806.75,40,40,20,1,15599.17132059733,46532.86933898926,28.371810913085938,21873.592305583923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,183.5,64240,65535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,165.0,0,2,2,404,330
10.0.2.15,10.0.2.3,45658,53,08:00:27:64:ea:34,52:54:00:12:35:03,17,2022-07-03 01:42:12,0.0,0,0,0,0,1,0,82,0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,82,82,82.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0,1,0,82,0
10.0.2.3,10.0.2.15,53,45658,52:54:00:12:35:02,08:00:27:64:ea:34,17,2022-07-03 01:42:12,0.0,0,0,0,0,1,0,98,0,98.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,98,98,98.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,98.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0,1,0,98,0
